Drug	Content	Joined	Posted	Age	Gender
Metformin+diabetes+type+2	It seems that even after a couple years of being on Armour; my T4 free has never went up; only has stayed the same and recently went down. I had my levels checked on 6/7/11 and they were as follows: TSH 1.32 (.55-4.78); FT3 2.9 (2.3-4.2); FT4 .09 (.89-1.76). Even though my numbers don't show hyper at all; my symptoms say otherwise at 60 mcg; which is what I was on when tested (just made another post on this; different question though). What can I do to get my FT4 up; or do I really even need to since it's the T3 that is the active hormone? Would this be more of an issue if I were on a T4 only med? Do you think it is even affecting the way I feel that much?	2011	2011	44	Female
Metformin+diabetes+type+2	"I have been messed up since I got my first period at 11. They never seem to end and when they do it only stays gone a day or two. Especially if I have sex. Birth control pills helped for a while but never really answered the question ""what's wrong w/ me?"" So last October I wanted to get pregnant so I quit taking BC pills and started suffering. The doctors just always act like it is no big deal. I would like to know that I am not the only one who has to wear a pad every day. I would like to know why my body does this. I would like to know some way to fix it. I am a little overweight; I have recently been having painful pimples on my body and face; I do have some face hair. I have never been diagnosed with anything. I used to have a lot of pain; but I do not anymore. I am 25 years old"	2005	2005		
Metformin+diabetes+type+2	I was diagnosed with PCOS two years ago and I've been trying to get pregnant but with no luck; I would liek to know how can I get pregnant and maybe find other people that is experiencing the same thing.	2010	2010	25	Female
Metformin+diabetes+type+2	I'll thank everyone in advance for any help/advice. I am a 57 year old female very healthy and fit; but because of family history very worried about becoming diabetic. I also have thyroid disease. In 2007 I lost 40 lbs after my fasting blood sugar spiked for the first time. Since then my fasting blood sugar has been in the normal range and my A1c has been between 5.5-5.7 when tested. This past 90 days I had the best diet I could possibly manage and regular exercise; however not quite as much as usual. I am a mountain bike rider; tennis player and hiker; very intense exercise. So much to my surprise my latest A1c came back 5.8. I was expecting it to be much lower. I am at real loss; the endocrinologist I was seeing left our town and the closest is 2 hours away. I did see a new doctor; but I am not scheduled to see her again until May. My previous Dr. had briefly talked about me going on metformin. I guess my question is; should I be more proactive? Or do I just wait until I hit the 6.0 and get the diagnosis before I get treatment? I just don't know what to think? Help!!! Peggy	2009	2009	56	Male
Metformin+diabetes+type+2	I have been without smell/taste for almost one year. ENT examined via scope and MRI - nothing further. Opinion is that there was damage to the olfactory nerve from several bouts of sinusitis. Damage probably permanent (?) Over the past 3-4 months; I've been experiencing what I believe may be phantosmia. When I am around food there seems to be a foul odor much like a dirty cat box or spoiling meat. No one else smells it; it's very frustrating and disconcerting. This same sensation happens throughout the day; but tends to fade in and out. Is this some kind of phantom sensation; or is it possible that my olfactory nerve(s) could be regenerating? Medications being taken: Metformin; synthroid; effexor;singulair; lisinopril; zocor Medical conditions: Type 2 Diabetes; hypothyroid; depression; allergies; Hi BP; Hi Chol	2008	2008		Female
Metformin+diabetes+type+2	I have over the past few days been feeling `numbness and tingaling' in my lower right arm (the whole arm). I am on Metiformane Tablets 3 x day but found my reading was 15.3 yesterday so have increased tablets to 5 a day. Any suggestions on what else I can do for this. I do not have easy acess to Doctor or medicines at present. The urine I am passing is very dark yellow in colour it does not smell. I also do not feel 100% at any stage of the day or night and am taking Brufane Tablets for my back pain (as below). I also have a continious back pain which has been with me for the past 5 months. Seen a Ciro in Harare who basically said back is messed ( hit too many Landmines 20 years ago in a war :) )and have been taking Brufane Tablets about 6 a day which help with pain but not always so good. Also not sure if one should be taking this type of tablet for long time? Is there any other tablet that I can take that will effectively relieve the pain but not be harmful in the long run. The pain is not very sore but enough to get ones attention and effect sleep at night. Any suggestion would be nuch apperciated.	2008	2008	49	Male
Metformin+diabetes+type+2	Hi there; I gave up smoking around one year ago and since then and only now and then in the morning I wake with a really dry throat and a huge lump of phlegm in it. When I clear my throught the phlegm is dark green/brown and has what looks like fresh blood in it and I often wake up and and night have a taste of blood in my mouth....this must happen about once or twice a week. I've been to a doctor and they have sent me to a specialist and have asked for a chest x-ray...I had one about 9 months ago and it was clear... Should I be worried as I am to be honest? I don't suffer from anything else just that it feels like I have a lump in my throut sometimes......and the above mentioined. Also my voice is often hoarse and croky in the morning....as if i am still smoking.....and I am 27 years old. The only pain I get is sharp shooting from the left side of my chest and across my upper back where my shoulder blades are..... Kind Regards David This discussion is related to Symptoms of quitting smoking.	2009	2009	26	Male
Metformin+diabetes+type+2	After being diagnosed with type 2 diabetes I had some issues with microalbumin. That has since been resolved with my blood sugar now under control but my doctor said there was probably some level of kidney damage that I have to monitor. A recent blood test showed a BUN of 12 and a Creatinine of .6 with the GFR >60. All other metabolic tests were within the ranges. I thought those numbers were adequate but he mentioned some concern about the ratio between BUN/Cre and the low level of creatinine. I thought low blood creatinine was a good thing. I'm 42 yo and weigh 145. I try to watch what I eat and exercise and am on BP meds and Metformin. Any insight into these test results is appreciated. Thank you for your time.	2010	2011		Male
Metformin+diabetes+type+2	My father had a heart attack in the past; he did an open heart surgery to replace an artery in his heart. today his heart ejection fraction is at 43%. Doctors prescribed for him 8 different medicines that he should take regularly. We live in Lebanon; and medicine here is not as advanced as abroad; and doctors here are known to trade with people's lives; I'm no doctor and I'm not qualified to ***** any of these prescriptions; but i would appreciate an insight of an expert and/or a person who came across these drugs. I want to know if there are dangerous risks of taking this combination of drugs; and any other comment on the issue would be greatly appreciated. the drugs are: GLUCOPHAGE 750mg Pariet 20mg Isoptine 240mg VASTAREL 35mg Plavix 75mg Lipitor 20mg Aprovel 150mg LORAZEPAM 2mg Thank you very much.	2011	2011	22	Male
Metformin+diabetes+type+2	Hi! I had some bloodwork last week & got my results today . My A1c was 6.3 (which is down from my original 7.8) and my glucose level was 109 mg/dl. When I look at a1c charts ; it seems 6.3 coincides with a glucose level of 134. How can the bloodwork Glucose level from the bloodwork be 109? Shouldn't it be 134? Idk what is right. I started out meds in December 2014 but after finding this sight and getting info from here; I changed my diet to low carb and got off the meds ; so thanks so much for that help! But now I am confused about these test results	2015	2016		
Metformin+diabetes+type+2	I am a 64 years old male and I have had COPD for several years; I recently quit smoking after serious pneumonia in 2016. Right after that; I have had persistent constipation and have been taking daily laxatives for the past 1.5 years and have been able to get motions with that except for the past few days I have developed a new problem where I am usually belching like crazy while eating and I ultimately have to stop eating just after a few bites because nothing goes down and it feels like the food is sitting idle where my food pipe meets my stomach and a burp is stuck there with is a huge urge to burp it out but I am unable to do so thats why I keep on belching to get rid of it to no avail. Sometimes the belching goes too bad that I vomit the food out. With this new problem another problem has arisen; I am getting almost no motions from laxatives at all now; all I get is a small amount of loose motions every alternate day or so; and sometimes just a few drop like consecutive installments of small amounts of loose stools. It always feels like stool is stuck down there and I strain to get it out but I can't. Since I have breathing trouble I haven't been able to consider the doctors request to get an endoscopy; but I just wanted to ask that are we supposed to take laxatives daily; since doctors in my place thought that it could be done? I have been taking one that is a mixture of sodium picosulphate and paraffin with milk of mangensia which is a strong laxative I suppose. One gastro told me that it may be the inflammation of the intestines that is hindering the motility of food. Also the color of my stool has become clay colored or pale colored but the other two mentioned a different story; Liver profile was normal; cbc was normal; ultrasound was normal; but I haven't had an endoscopy and a colonoscopy so far due to my breathlessness. Do you have any knowledge about these symptoms or any experience with such disease?	2017	2017	64	Male
Metformin+diabetes+type+2	I am proud of myself. I am trying to learn all of these differnt abbriviations mean. I have noticed many posts discussing IR iinsilun res. Many say that this can cause prob. with how well one responds to tx. If I am wrong all input is wanted. What exactly does IR mean; how does one know. I am getting ready to start tx again after a failed attempt. I had a biop[sy and am worse than i though. I am very greatful of this site as I through reading have learned more than from my doctor. So thanks	2009	2009	45	Female
Metformin+diabetes+type+2	I was diagnosed diabtetic less than a yr. ago. I take 2 75mg. Metformin a day. I eat realiviely health for a diabetic. for months the bottom of my feet; esp. the right one; hurt to walk on; are sore; and burn. I've been several times to a foot doctor; I've gotten recommeneded shoe insoles (not expensive) I've tried predisone. Nothing seems to help. Right foot is worst! He says it could be all three; my fibromyalgia; diabetes; and fibromyalgia. It is hindering my life in walking and even in hurting when not on. Can it be anything else.? What can I do for it? sometimes hurting and sometimes burning (alittle on other foot). It really impairs me. I test my numbers daily and they are fine... Help; please; it makes me miserable.	2008	2008		
Metformin+diabetes+type+2	Anyone can comment on DIAB-X; I was recently diagnosed with TYPE II. Lost and really don't know how to cope; someone told me about DIAB-x but I can't get any reviews. Thanks	2008	2008		Female
Metformin+diabetes+type+2	Hi I am new here and i hope i am not breaking any rules but my question ia about what effects smoking pot (marijuana) will have on my son (20yrs old) who is diabetic. I am not 100% sure that he is doing this but am sure he has tried it at least once and i want to be able to give him all the correct information about the dangers he is putting himself in before i speak with him about this. Of course there is the effects which will happen whether he had diabeties or not but i would be grateful for any advice which anyone may have on this subject.	2004	2004		
Metformin+diabetes+type+2	For six years; I believed there was a single-source connection between interferon resistance and interferon resistance. It is; as I suspected; a gene. The gene is SOCS3 - Suppressor Of Cytokine Signaling-3. The discovery of this gene also sheds some light on why prior nonresponders have more trouble acheiving SVR. 1. SOCS-3 is elevated by HCV's core protein. 2. SOCS-3 elevation causes interferon resistance. 3. SOCS-3 elevation causes insulin resistance in the liver. 4. SOCS-3 depletion reduces liver insulin resistance; but causes systemic insulin resistance. 5. SOCS-3 is further elevated in people who have treated unsuccessfully. These findings suggest a new and viable target for therapy.	2003	2008	54	Male
Metformin+diabetes+type+2	"Main question is how common are microcalcifications in the breasts in the early 30's? History Personal: -33yr old female. -Low platelets since 2004 (idiopathic thrombocytopenia not immune thrombocytopenia)- #'s used to be around 100 now are around 70 with dips down into the 30's. - No treatment protocols. -Iron Deficiency Anemia now showing in blood iron but on Bone Marrow Biopsy last year showed ""zero stainable iron"" and ""significantly decreased iron stores"". Now on Iron supplements. -Slight b12 anemia. Take a shot once a month. -borderline/pre diabetes a1c of 5.8 now was 6.0 a year ago. On metformin which has also helped with a bleeding issue. -bleeding issue - until starting metformin in 2011 generally bled every if not close to every day for months and at times for over a year at a time since 2004. With metformin will last a couple weeks but rarely more than three weeks at a time. History Family: -Sister just died on June 6th at the age of 52 in part from Breast Cancer she was 52 when the diagnosis of possible stage 4 was made but mammograms from 2006-2009 (dont have records of 2010 or 2011) showed ""benign"" microcalcifications. -Paternal grandmother died in part from breast cancer (over the age of 70). -Paternal uncle died from non-Hodgkins lymphoma -Three maternal aunts have had breast cancer. One died from bone cancer -Four maternal cousins have had either breast cancer or other tumors. One had breast cancer at the age of 31/32. -Other family history of diabetes; fibroid tumors; cysts; lupus; etc. -Genetic testing showed Fact 2; Factor 4; and MTHFR gene all as inherited genetic lines from both parents."	2012	2012	33	Female
Metformin+diabetes+type+2	on 05/13/02 i had my blood taken for my life insurance policy my AST level was 18 and my ALT level was 28. On 07/29/03 I went to see the docter for frequent and loose bowl movements he proceeded with rectal exam;stool sample;urine test and blood test.AS for my blood test it came back with AST 24 and ALT 43.all other blood results came back normal. The ALT 43 has the word ABNORMAL next to it and he tells me in the letter i need to schedule an appointment.I am very worried about level's rising in a year's time.IS it something to be concern about?Knowing from the paper work it has something to do with my liver.I am 36 year's old;i was on ACIPHEX for 1 year but stopped taking it 1 month ago.I do not suffer from any pain and my appetite is very well; i have problem's with irregular bowl movement.I am very worried about this situation. thank you	2003	2003		
Metformin+diabetes+type+2	I am T2 diabetic; not well controlled; on glipizide 3xday; with numbers averaging 220. I suffer from Severe Depressive episodes and am in therapy and on medications for that. I have almost constant nausea; and BMs about 6x a day. I also have vaginal bleeding; which we think is from uterine polyps (biopsy scheduled). However; the most debilitating physical symptoms I have at present are the almost constant nausea; troubling BM's with a sickening odor and FATIGUE. It's difficult to tell which is causing which; but is there a reason that the diabetes would cause the nausea and BM problems? I currently have no insurance; thus no recent blood tests; but am hoping to get hooked up with a clinic after the biopsy.	2007	2007		
Metformin+diabetes+type+2	Hi [regnancy 35+. I will turn 35 mid June this year. I am currently 34 years old and having 3 year old son. I want to give birth to one more child. I am worried because in mid 2010 I was diagnosed with blood pressure; high cholesterol and late last year I was told I am pre-diabetes.I have tried to lose weight without success. Is it safe for me to be pregnant? What are the risks involved? How should I handle it?	2012	2012	34	Female
Metformin+diabetes+type+2	I was diagnosed with type 2 diabetes about 10 months ago.My doctor's instructions-Metformin twice a day;strict diet and exercise for weight loss;& use the internet to gain as much information on the disease as possible.I lost 45 lbs;A1c is now 6.3;& blood sugar and pressure levels are well within commonly acknowleged safe ranges.I am frankly angry and frustrated over the blatent lack of consensus and contradictory info on safe diabetic nutrition from these sources;all authored (it seems)by self-proclaimed 'expert' dieticians and ADA card carrying MD's.In particular-The info is directed at insulin dependent diabetics;rather than those;such as myself; who need to know specifically what differences(if any) in food intake we need to follow in order to avoid going on insulin.As a low income person without health insurance;the prospect of simply having to become a human pin cushion is unpleasant enough.But having to pay $4000 to $5000 a year out-of-pocket for insulin;testing strips;syringes;constant blood tests etc would leave me homeless--effectively;a death sentence. Any insight would be greatly appreciated. Thanks	2007	2007		
Metformin+diabetes+type+2	Hi; Recently we found out my husband has Diabetes type 2..so; dr. has given Metformin tab. twice a day..and; he is taking healthy diet like salad;fruits; wheat bread and green vegetables..going for a walk around 1-2 miles everyday... but he is feeling tingling and numbness in right leg and arm since few days and it is constant...dr. told it's common in diabetes but we are very worried.. so; is it normal or we should consult the dr. again? thanks a lot	2010	2012	34	Female
Metformin+diabetes+type+2	I am not diagnosed diabetes but My Dcotor warned me that my A1C test is owards highr side; its 6.0; My fasting sugar levels are around 80 so that part is good; To bring my A1C level down; I have been very careful in my diet for the last 3 months; cut down my sugar intake over 90 %; The 10% is the sugar that comes in food naturally (no artificial sugar); I am under weight by my age and height and very slim; However; after 3 months of so much care; when the A1C test is repeated; its still at 6.0; Can someone help and explain how long it takes to bring this level down by continuing to cut down sugar significant? I am not even eating fruits to avid any kind of sugars to make sure I can bring this leveldown	2011	2011	40	Female
Metformin+diabetes+type+2	"Hi; I hope someone can help me with understanding the results of a cardiac CT scan. First a little history; I am a 51 yr old female; I had to have a hysterectomy at the age of 42 due to multiple complicated cycts of the ovaries; I have hypothyroidism; type 2 diabetes; COPD emphezema and am considered medically obese. Two years ago I had an echo but the results were noted as inclusive as it stated they were unable to obtain a clear image. My Dr. ordered the cardiac CT to ensure that my breathing issues were not impacting my heart. It's not one event that puzzles me but the culmination of multipe events. I was average weight 110-115 (I'm 5 feet tall) up until 6 years ago when I started to rapidly gain weight - I went from 112 to 172 in 1 1/2 years. Despite multiple pleas from me my Dr. had only run thyroid tests after all the weight gain only to find out my thyroid level was 89! Last Tuesday I had sudden and severe sharp chest pain; I couldn't take a deep breath. Because I had known the results of my CT scan I didn't think it was a heart attack so I didn't go to the ER. The first episode lasted about 20 mins and a second one later that night about 40 mins. I was thinking possibly gall bladder so I went to my Dr on Thursday. She ordered a sonogram which showed: normal pancreas; gall bladder; spleen; mildly complicated cyst on my right kidney measuring 3.5 cm and a complicated cyst with calcification at one edge and a single septation on my left kidney measuring 1 cm. Calcifications were noed in the liver consistent with old inflammorty disease. With the way my Dr spoke to me after these results; it seemed that she doesn't believe I had ever had the level of pain I complained of. I have been trying to lose the weight ever since I was diagnosed with hypothyroidsm and of course developed high BP due to the weight; and now type 2 diabetes. I was put on metformin about 2 months ago and it seems not long after I began to lose weight (nothing has changed as I've always been a concientious eater since diabetes does run in my family -on Dad's side); I have lost 20 pounds in the last 2 months and am down to 152 (yes I know still too high) however; my BP med was cut in half (I was taking 150 mg Avapro); I have been taking niacin and fish oil for 2 yrs which has done a wonderful job of controlling my cholesterol which is within normal ranges for about the same period of time. What is strange is my lower # still seems a bit high - today at the Dr. it was 112/90. About 3 weeks ago I had what is being called an allergic reaction to a med I had been taking for about 2 weeks - wellbutrin to stop smoking. The rash started in a small place; intensified into more like weeping welts and then spread everywhere except my face. I still have the rash 3 weeks later but it is much better as if it may be going away. The CT summary noted that no coronary artery disease was seen and the estimated likelihood of a flow-limiting lesion is < 1%. The CT showed and I quote ""great arteries - both aorta and pumonaries""; pericardium - normal; normal RV systolic function; LV Mass 48 gms; aortic; mitral; tricuspid & pulmonary value normal; LV wall thickness normal & all 4 chambers of normal size; ejection fraction of 71%. Ok here is the confusing part - immediately following the EF is the notation 'possible diastolic dysfunction is suggested. Consider echo'. My Dr. never mentioned this to me; it wasn't until I read my report that I saw it. Should I be concerned? Should I call my Dr. and ask why she didn't mention this? My Dad had a history of severe angina (he had 2 heart attacks and 2 strokes the second of which killed him but and thank God that was at the age of 83). Some other things the CT showed: no pericardial effusion; there are small mediatinal and hilar nodes without adenopathy/mass; mild to moderate esophageal reflux; a moderate sized hiatal hernia; mild to moderate COPD emphysema and small airway disease suggestive of asthma or bronchitis; linear and nodular abnormality within the left upper lobe advise further characterization of the lung parenchyma; spondylosis thoracic spine noted; I haven't had any other events of chest pain since last week; however; I always feel exhausted and just not right. The bloodwork she ran shows my diabetes is well controlled (fasting was down to 97 woohooo); creatine kinase 20 - low (normal 29-143); urine analysis showed trace blood; trace protein; leukocte esterace 1+ (normal is negative); WBC 10-20 (normal < or = 5) squamous epithelial cells 10-20 (normal < or =5) bacteria - moderate; hyaline cast 0-5; WB cell count 17.8 (normal 3.8-10.8); hemoglobin 15.6 (normal 11.7-15.5); menatocrit 47.6 (normal 35-45); RDW 15.2 (normal 11-15); absolute neutrophils 12;104 (normal 1500-7800); absolute lymphocytes 4;664 (normal 850-3900); My Dr. put me on an antibiotic as she stated all of the above reflects a minor infection somewhere in my body - probably urinary. I am totally baffled by the possible diastolic dysfunction and with my history for reason of hysterectomy am wondering if all of the above could possibly be some type of autoimmune disease? Sorry for the length; but no one single thing above concerns me but the combination of everything that has me concerned"	2010	2010		Female
Metformin+diabetes+type+2	I am 25 year old female; weighing 240 lbs. I went to the hospital last week with my asthma and they said ended taking my blood sugar because the sugar strip for my pregancy test turned brown. My blood sugar was 541. They kept me for both my asthma and the blood sugar; and ran some tests. my a1c was 7.7 which i am told is very high. They diagnosed me with type 2 diabetes. They think if i loose weight i might not need medication in the end. They sent me home on metformin and glypuride. Question 1: we splurged and had chinese food the other night at a buffet (but i still watched what I ate) I took my medication like i was supposed to and then went to walmart. We were at the buffet for at least an hour; so it was about an hour after i ate when we were walking around walmart i became very pale; felt really light headed; and very sick to my stomach. I thought maybe i ate to much; I took my blood sugar and it had dropped to 60. It was 126 before dinner. So what happened? I am so confused. Question 2: I feel kinda lost about the ranges I should be at. They said when I get up in the morning it should be between 70 and 120. Pre-meal (which is when I am supposed to test) should be 130 and under and if i ever test after a meal (2 hours) it should be 180 and under. Then they said to be careful it doesn't get to low. what is considered low. I know 60 is. Question 3: This kinda go with the last question. last night i took the wrong bus and ended up acouple a towns up from where I live. I ended waiting at the police department waiting for a ride home. I started feeling really light headed; and i had a fast heart beat. I thought maybe my blood sugar was getting low again since the last time i ate was at 2 and at this point it was 9 pm. When I checked my blood sugar it read 102; which i didn't think was low... any ideas on what was going on? Question 4: Last question; I promise. I just want to make sure my numbers are looking okay cause like I said; Im confused.all numbers are pre-meal unless stated otherwise. Friday 10- @7:41 am: 60 @6:34 pm: 166 (2 days after the hospital last day on stariods for asthma) Sat. 11- @7:58 am: 56 @9:35 pm: 136 Sun 12- @7:05 am: 72 @10 pm: 113 Mon 13- @7:45 am: 49 @4:09 pm: 105 @9:47 pm: 80 Tues 14- @7:22 am 87 @5:55 pm: 126 (this was the night it dropped to 60 around 7 pm) Wed 15- @7:24 am 81 @7:23 pm: 129 (stopped taking glypuride thought it could be the cause of drops) Thurs 16- @7:45 am: 86 @9 pm: 102 This morning at 7:50: 104 I appreciate any help and I am sorry for asking so many questions. I was gave as many details as possible cause I saw thats what someone suggested. Thanks again.	2010	2010	24	Female
Metformin+diabetes+type+2	As many already know I am a G3a 2x non responder. Twice never been UND. Not bad for an apparently easy to treat geno type. Now if you are a non G1 non responder there isn’t much out there specific to your genotype. If fact looking for reasons for non response in non G1s just does your head in. Below is what I have learnt about NR. I don’t look at Genotype much now I look more at what the virus does to us and how we contribute. I look for what is common among NRs and what is different between NRs and SVRs. Genotype doesn’t have much to do with that. There are numerous virologic and host factors have been identified that impact the likelihood of SVR. Viral factors impacting SVR • Treatment Response (RVR; cEVR) • HVL -HCV RNA above 800;000 IU/mL More recent studies suggest above 400;000 IU/mL impacts SVR • Genotype 1 Among host characteristics; that been demonstrated to decrease the rate of SVR • Age • Age at Infection • Length of Infection • Sex • Cirrhosis; • African American race • Hispanic race • Bodyweight/Obesity • Hepatic Steatosis Other factors that decrease response rates • Alcohol • Iron Overload (Hemochromatosis) • Oxidative Stress • Insulin Resistance Below is what I have discovered about each of these negatives Alcohol Virology Journal http://www.virologyj.com/content/2/1/89 Effect of ethanol on innate antiviral pathways and HCV replication in human liver cells Infection with Hepatitis C virus is a significant cause of morbidity and mortality throughout the world. With a propensity to progress to chronic infection; approximately 70% of patients with chronic viremia develop histological evidence of chronic liver diseases including chronic hepatitis; cirrhosis; and hepatocellular carcinoma. The situation is even more dire for patients who abuse ethanol; where the risk of developing end stage liver disease is significantly higher as compared to HCV patients who do not drink [1;2]. Moreover; HCV-infected patients who abuse alcohol have extremely low response rates to IFN therapy; but the mechanisms involved have not been clarified. To model the molecular mechanisms behind this phenotype; we characterized the effects of ethanol on Jak-Stat and MAPK pathways in Huh7 human hepatoma cells; in HCV replicon cell lines; and in primary human hepatocytes. High physiological concentrations of acute ethanol activated the Jak-Stat and p38 MAPK pathways and inhibited HCV replication in several independent replicon cell lines. Moreover; acute ethanol induced Stat1 serine phosphorylation; which was partially mediated by the p38 MAPK pathway. In contrast; when combined with exogenously applied IFN-a; ethanol inhibited the antiviral actions of IFN against HCV replication; involving inhibition of IFN-induced Stat1 tyrosine phosphorylation. These effects of alcohol occurred independently of i) alcohol metabolism via ADH and CYP2E1; and ii) cytotoxic or cytostatic effects of ethanol. In this model system; ethanol directly perturbs the Jak-Stat pathway; and HCV replication. Ethanol did not appear to have significant effects on ISRE activity at 25 and 50 mM concentrations. However; at concentrations of 100 and 200 mM; ethanol caused statistically significant 3.0 (p = 0.03) and 5.0 (p < 0.001) fold increases in ISRE reporter gene activity; as compared to cells not treated with ethanol. The data suggest that high physiological doses of acute ethanol activate the ISRE; an IFN responsive promoter. This study is interesting because it implies a number of things 1.If you drink while on TX then you have to wait until your liver breaks down the alcohol and clears it before IFN starts working again. 2. The Anti-Viral effect of Alcohol is probably Oxidative Stress related. Not Good. 3. This could happen with other substances 4. The Don’t drink cause its like throwing fuel on to a fire brigade have some basis for their views other than the cr@p on alternative treatment sites; They may actually have a point; although the effects of Alcohol on the IFN signalling pathways were dose related; with very little impact at the lower concentrations. So once again it appears to be the quantity of alcohol not just alcohol per se. 5. Alcohol activates CYP2E1	2007	2008		
Metformin+diabetes+type+2	"History: Undiagnosed/uncontrolled Diabetes since 2003... rapid weight loss of 70 lbs. without trying Hypertension; Thyroid (right half removed - noduoes) Gestational diabetes; uncontrolled tremor on right side. Diagnosed with diabetes type 2; and uncontrolled tremor (non keotic chorea-ballism) attributed to high sugars in 2013 after CT/Mri showed 2 lesions in brain. Along with tremor came occasional right side numbness/tingling of leg; arm; side of face; and back; foggy ""out of it"" feeling; resulting in getting to a chair fast or falling to the floor. No loss of consciousness. Treated with Haldol to reduce tremor; diabetes medication (metformin); and monitored. After about 2.5 mos. tremor resolved to occasional hand cupping and weakness. Symptoms above (numbness; tingling; falling) went away but are now back without the falls. Right sided heavy foot feeling; difficulty walking; numbness/tingling of right side (leg; arm; face) came back and ER trip resulted in diagnosis of TIA. MRI without contrast and with contrast showed no changes since 2013 incident. Today... total 24/7 numbness in both feet (neuropathy?) but no pain except occasional shooting/stabbing or burning sensations. Difficulty walking; feet feel heavy at times; sometimes one of both feet fall asleep while walking. General weakness; fatigue; memory problems; confusion; and feeling of something not right. At times numbness and tingling in leg; arm; and face come back... have taken blood sugar and blood pressure at these times and both are within normal range. Doc wants to take a wait and see attitude. Suggests that the symptoms that she at first thought were related to the Diabetes are NOT and might be part of a neurological problem such as Parkinson's. This is limiting the fun I should be having with my three year old! I cannot walk for long distances; at times I am having trouble driving (feeling where my foot is in space); not being able to feel whether foot is pressing down or not on gas/brake. Any help or suggestions would be appreciated!"	2014	2014		Female
Metformin+diabetes+type+2	Hello everyone...I'm new here. I like to read this forum; its very inspiring to know there are others; my age..who face smiliar issues with diabetes as I do. Every year..I've realised I go through a depressed/angry period with myself..because sometimes its very hard to control my blood sugar. I am a type 2; been diagnosed at 16; and I just turned 20. My family members cannot understand me...I dont expect them to. Sometimes I just eat like a normal person..I take tablets..Starlix and metformin. Usually I can control the bs for some days...then a few days later...Im in the 200 zone. How can I really become a serious diabetic? I smoke marijuana; because for me; it combines with my meditation and yoga..on a very spiritual level. I do not abuse it. Right now; I'm trying to avoid the urge of eating a lot after I take my smoke. I dont smoke cigarettes; and my alcohol intake is only Merlot(red wine). I am a runner 4 times for the week..and Im at my ideal body weight....130lbs for 173cm tall. My problem is control of the blood sugar; in an environment that is not very condusive for a diabetic. (having 5 other family members who eat everything). I would like to know...if there is a way to control urges. With yoga I've learnt clarity...but I cant seem to achieve control of urges. I can't EVER resist chocolates...ever. It scares me to know that in a few years...I will want children; and I know FULLY well if I dont maintain control continuously now...I will pay for it. So...I'm ready to heed to whatever advice I can be offered. Thanking you all in advance !	2005	2005		
Metformin+diabetes+type+2	I have been feeling sort of down because of the prospects for me clearing this virus are dwindling up. Yes; I know; that I'm far from hopeless and that there's still time; and blah; blah; blah. But; I've basically been told that I can't do any of the protease inhibitors. I was thinking about trying to get into the Boceprevir trials; but I've been told; flat out; nobody will take me into a protease inhibitor trial because of my having been exposed to the Telaprevir in the Prove 3. I'm like; 'Oh terrific; so I'm like scr*wed?' Schering has told me this; the former trial nurse at my last study site has told me this. Whenever I inquire about the possibility of any other non-responder trials; nobody has anything available to me. I suppose that there is always hope that eventually there will be a polymerase non-responder trial; but whether or not that they will take me; is debatable. Waiting for a couple of years for one of these new drugs to be FDA approved really doesn't help me much because I have no prescription drug insurance; so I wouldn't be able to pay for them. So; I'm left with; do I just hope and pray that I progress none? Since I've had bridging fibrosis for 7 years; is that even likely? I am praying for a miracle because nothing I have tried has worked. I'm not trying to make anybody feel bad; or to just be a negative old grouch; but I'm really feeling down about this. I don't understand why I have been unable to clear! Susan400	2003	2008	46	Female
Metformin+diabetes+type+2	a couple of posts below FLGUY asked for more to talk about blood sugar issues...i have not had any tx yet..i do feel like sh-- alot of the time...maybe 50 to 65 percent of the time...the pains are no big deal its the light head feeling and not knowing if i'm going to pass out or not is what really gets to me...i'm starting to think my hep c virus has screewed up other things...today i was feeling bad...then at 4 pm i ate a grape fruit and felt much better...i think i might need the sugar in fruit...i'll try this again and see what happens...i would really like to hear more from others here about their blood suger and what they do about it...billy	2007	2007		Male
Metformin+diabetes+type+2	I am a type II diabetic on Metformin 750mg daily and would like to lose about 40-50 pounds in the next year. My A1C has been around 6.1 for the last 4 years; but I still have a hard time losing any wt. I belong to Curves and exercise 3-4 days a week. I try to keep my carbs at 60 per meal. Friends have lost wt using HCG injections and feel I would benefit from this; but did try HCG drops prior to my diagnosis ; and my blood sugars did go up to the 160-200 range. Strong family hx of diabetes; so want to control my blood sugars. Would I have the same problems with the shots? And would these harms my pancreas resulting in lasting problems?	2011	2011		
Metformin+diabetes+type+2	Hi folks; first time poster here in this forum. I've been taking Simvastatin for 5 years; and coincidentally during that time period my blood glucose levels have been steadily increasing from 100 to 162. My GP has told me that I have pushed thru the ceiling of an index that's used for determining risk. He has given me 90 days to pull it back; or I'm going on Metformin. I am what I would consider to be; a healthy; active; non-smoking 60 y/o male. I'm a bit overweight; but not excessive; and I don't think I go overboard on foods and drinks that would promote high glucose levels. The only change I've made in the last 5 years (other than aging!) is I'm taking Simvastatin aka. Lopressor. When I question my doctor about this; he immediately dismissed it saying the problem is with my diet. Has anyone else here notice the same; and if so could they point me to an authoritative source that I could direct him to?	2010	2011		Male
