Drug,Content,Joined,Posted,Age,Gender
Lisinopril+hypertension,I recently got my blood tests back and am not sure if I have "Heart Disease" in the classical meaning of the phrase or just a bad reading or "Bad Numbers" which need to be addressed. Can someone please clarify this for me? First off; I'm a recently turned 60 year old man who used to be an athletic type during my younger years and over the years let it all go down the drain it seems. I was diagnosed with Diabetes 2 almost exactly 2 years ago; and also hypertension for the first time. Although my Hypertension was on the low side then the Dr. Still prescribed Lisinopril 20 mg a day for me which I have taken until recently (he upped it my last visit to 40 mg a day predicated on my own readings showing that 20 mg was not enough (he said that even if there was some disparity that 40 mg a day "wouldn't hurt me' or lower my blood pressure any further and it was ok-and even said I could break the tablets in half after 20 mg and take 10 followed with 10 later if my blood pressure went up again. At that time; 2 years ago he also prescribed 500 Mg of Metformin to be taken twice daily which I have followed to the letter since then; plus 40 mg of Simvastatin or Zocor once a day. I cut the Simvastatin out back in December after having experienced the worst vertigo episode one could imagine-cat scan Dr. ordered at the ER showed no problem like stroke-but the reoccurrence of the vertigo and he prescribed it to probably an inner ear infection or something in that nature. I was prescribed Meclizine for the vertigo if it came back again; which it did (he called it positional vertigo as one position stopped the terrible spinning of the world around me-and the med with some valium did the job..until the next and then the next episode days apart. Then I got on the internet and saw all the horror stories and similar symptoms that Simvastatin caused and stopped taking immediately-Dr. or no Dr’s advice. The vertigo disappeared the next day until 4 months later where I’m back in the ER again and again CAT scan showed ok-but ER Dr. said I did a good thing by eliminating the Simvastatin; citing other problems it could cause besides vertigo down the road. So I took Simvastatin for only 1 ½ years-until the symptoms showed up. My Dr. who is a heart specialist and has been around for a long time was given the ER results and after putting off my visit to him for a long time (ok I don’t like going to the doctor!) realized I needed blood tests done as I was feeling; and still am feeling; absolutely miserable. The results are as follows-just under 2 weeks ago-total cholesterol 199-not bad as it has been worse in the past..but he said my “now” cholesterol reading was not good-somewhere around 274 or 279-my HDL is 25 (has always been bad and fluctuated over the years-highest 38 and never reached that 40 number in this decade); Triglycerides 505 (was over 700 2 years before; got it down with walking and exercise and a fish oil prescription called Lovazo to 180-then back to my unhealthy ways-lot of stress-death in the family and so on-did not help as I have stayed home and secluded for 10 months now-and probably why my vitamin D count according to the Dr. is very very low at 11.6) VLDL is 101; Dr. guesstimates my LDL is around the 140 area due to improper calculation because of high triglycerides; Glucose serum is 116 but the Dr. said because my A1c is 5.4 that’s good as the Metformin is working as it should be. The Dr. made the following changes in my prescription-he finally gave in to my saying that I would NOT take impastation again and prescribed Niaspan 500-wants me to take twice daily if the (“side affects“) improve (improve? “Fahget bout it!”) in a week or so. I read what the side effects are on Niaspan and they are not good at all and I don’t need to go through all that now. He was about to add a new statin to that until he realized that he was giving me too much all at once-as he said later. New Statin down the road (A big Maybe on that one)? I am going to do exactly what I did the last time 2 years ago-sans the impastation-take fish oil omega 3 over the counter-the Dr. said that was ok as long as it did not exceed 4 grams per day-similar to Lovazo-walk and walk and walk; which I did the last time and my lipid results improved dramatically going from about 220 total cholesterol to 167 and my triglycerides dropping from a whopping over 700 to 180 and my HDL going from 27 to 34-some improvement anyway-all in 6 weeks. Then I will tell him I didn’t take the Niaspan (which I believe he suspects I will not take anyway); and after the blood tests see where I am. During the 2 years I had a cat scan done to check on a suspected nodular opacity which was not there as shown incorrectly on the exray (with contrast and one reason I don’t need to go through that horrible toasted sensation all over my body which Niaspan causes plus other side affects). I know this was a long story but since I have not spoken about this and seen the Dr. very rarely in the past 2 years I felt I needed to tell all to the experts on here or people that I consider experts with their vast experience judging from the posts as compared to my limited experience. I’m 5’9 and approx 224 lbs. by the way-and that’s the first thing that is going to go-if I don’t get a heart attack first! Seriously though; wondering if I have “Heart Disease” in the classical meaning of the word (Never asked my Dr. and he’s a bit evasive on such direct questions anyway). Anybody care to help please let me know what you think. I am contributing my 199 total cholesterol to eating a lot healthier these past several months but don’t know what that “now cholesterol” that the Dr. talked about is-as that seemed to be of some concern to him. One last thing-my Dr. made me feel great before I left his office when I asked him what my chances of getting a heart attack were now and he should me this rectangular plastic thing where I saw little lego miniature type blocks-very little and then this block as big as the Washington Monument next to them (that’s me he said insofar as my chances of getting a heart attack) and a slightly taller lego type next to that. Boy I needed that! He did say-”Keep walking” as I was leaving his office which was encouraging of course.,2010,2010,59,Male
Lisinopril+hypertension,If not well medicated; I am always tachycardic. The medicine makes me hypotensive. I get super nervous when I go to the doctor too. So; it seems like empty words when I complain that the meds make me dizzy hypotensive. They take my bp at the doctor when I'm so nervous I could cry.. or throw up... or both. At the doctor; sometimes it is as high as 110/60; so it isn't at worrisome numbers. I doubt it will ever be 80/30 while I am at the doctor; but in my day to day life; it is problematic. I generally run 90/50 almost all the time anymore on all these meds. So; when it gets much lower; I can get to feeling yucky. Being so close to start with means anytime I don't drink enough; get a fever; have diarrhea; sweat too much in the summer heat... then I totally bottom out my bp. At what kind of pressure do other people feel symptomatic?,2008,2009,41,Female
Lisinopril+hypertension,I have been diagnosed with ankylosing spondylitis and prescribed Humira. I understand that Humira fights TNFa which causes inflammation. Does reducing the inflammation stop or seriously slow the progression of this disease? I am not in any pain and I only have stiffness in my lumbar region at this time (64 year old M; aware of stiffness at least 2-3 years but thought it was a muscular issue). I am concerned about the potential serious side effects of this medication and the risk/reward for me. I am doing exercise rehab and intend to use herbal remedies on a daily basis for the inflammation if I do not use the medication.,2010,2010,,Male
Lisinopril+hypertension,I have completed 27 of 35 1-hour EECP sessions and have yet to see any improvements. I still get chest pain from climbing 3 flights of stairs. If there is no improvement after 35 sessions; should I try for another 35 or move on to invasive alternatives. I am currently treated with metaprolol; lisinopril; and atovastatin for my atherosclerosis from 3 very blocked arteries. I am on a plant-based diet as detailed in Dr. Esselstyn's book. I am on 3g L'arginine and 200mg zinc with copper. Omega-3 3g. Vitamin Ds; Es; B-12; the works. My total cholesterol is 79; triglycerine 113. Anyone here with similarly disappointing EECP experience?,2013,2013,53,Male
Lisinopril+hypertension,I have been active for my 30+ years. After being diagnosed with hypertensive cardiomyopathy 3 years ago; I find it difficult to start a good training program. I will begin a program and become so fatigued over time that I finally "collapse" days later from being so tired. A couple of times (including this month) I had flu symptoms; for a week. My cardiologist has cleared me for excercise; to the point of comfortability. I am accustomed to competitive sports and I want to have my life back. Any tips or pointers for overcoming this issue ??,2007,2007,,
Lisinopril+hypertension,Hi. I am a 20 year old female that has had palpitations for 5 years. My father was diagnosed with dilated cardiomyopathy and died following a heart transplant in 1993. I am a college soccer player and had been running 20-25 miles a week along with weight training. My palpitations have worsened slightly over the past year and I occasionally get light-headed in the mornings so I went in for a check-up. I had echo's done in 97 and 99 that were unremarkable. (Though they did show a mild to moderate leak of the aortic valve.) My recent echo showed an ejection fration of 30 with slight LV enlargement. The aortic valve leak was said to be trace. My cardiologist restricted me from strenuous activity and put me on Toprol-XL and Lisinopril and is going to have the echo redone in 3 monthes; and I am going back to see him in one month. He said I had some atrial fib during the echo and my heart rate fluctuated between 70-155 bpm. (I could feel palpitations during the echo). I have no symptoms during exersize and my palpitations only bother me at rest. My questions are: 1. Is this something that medication could possibly fix; or am I looking at deteriorateing health and no longer running/playing soccer again? 2. Should I be looking for a second opinion? The doctor did not seem optimistic about "curing" me. 3. How much exersize can I do? Can I do mild/moderate activity as much as I want or could this also be damaging to my health. (I know that some activity is recommended.) Thanks so much. jdd,2002,2002,,
Lisinopril+hypertension,I am a 64yr. old man. I have had essential hypertension for about 30 yrs. I take 75 mg. of atenolol and (1)of HCTZ25/lisinopril 20mg per day. I walk approx. 3 mi. per day. My problem is this: at night and in the a.m. my pulse drops into the mid 40s BPM. when this happens my systolic BP goes up into the 180-200 range. When my pulse is in the 50BPM my BP is better and when it is in the 60s BPM my BP is fine. I also have a-fib but have not had an incident of for approx. 3 yrs. I am in the V.A. health care system and see a nurse practioner. She is very good but not a Dr.,2005,2005,,
Lisinopril+hypertension,I am a 64 year old male. I don't smoke or drink. And eat a healthy diet. Weight is 188 lbs. All heart numbers ( cholesterol; etc. ) are better than average. I do have a L-BBB and some Palps; PAC's and ectopic beats. Recently; I had a stress [ tread-mill ] test; ECG; etc. and two nuclear heart scans. [ One under stress and one not. ] I did better than average on the tread-mill stress test. My pulse was 146. My BP remained a decent number as well. However; the nuclear heart scans showed some degree of Dilated Cardiomyopathy. My Ejection Fraction number is 42%. I am scheduled to have a 2-D Echocardiogram next week. If the Echo comes out reasonably okay; do I have too much to worry about? I have been cleared to have daily mild to moderate exercise. I take 75 mgs of Atenolol daily and have been for several years. My BP is usually 120/72. I have a low pulse rate. I suspect they may put my on an ACE Inhibitor for the Dilated Cardiomyopathy. At this point; ( I don't think they know what has caused my Dilated Cardiomyopathy. ) Thanks for this site and your help.,2000,2007,,
Lisinopril+hypertension,Hello all... I am a 45 year old male 6' 200 lbs. and was recently told I have a mildly dilated ascending aorta. The doctor suggested for me to take Cozaar 50mg/day with yearly follow-up testing. I have to say I am scared out of my wits. I am a otherwise heathy person. I do not smoke or drink. After reading some of the posts on this web site I do not feel so alone. My concerns are physical limitations and the eventuality of surgery. I am a police officer and need to be physically fit for duty. This has humbled a tough guy like myself. My dilation measured 40.1. The doctor discussed avoiding lifting extreemly heavy weight. Is that it? I feel fine. Does someone with this condition eventually confont surgury in the future and when? I would appreciate any feed back. Thank you.,2010,2010,,
Lisinopril+hypertension,Anxiety by edayvol; 5 minutes ago In Nov of 08 I found myself in emergency room 3 times due to headaches; chest pain and the feeling of passing out.. At that time my BP was 200/95... I've had EKGs; CScans w contrast; chest xrays; MRI of brain; lumbar puncture; Halter Monitor in last 1 1/2 yrs... They first diagnosed me w Migrains which the meds made me worse and useless.. Next diagnosis was and still is anxiety.. They first put me on clonazapam and lexapro. I was on that for about 3 mths.. I ran out of clonazapam and they would not refill w/o a visit and had a nasty withdrawal.. I decided to taper off both to get myself clear of all meds.. Took about a month.. After off meds I still had occassional chest pain and headaches going up the left side of my shoulder and neck to left side head.. I purchased a BP machine to monitor it regularly and to show doc on my next visit.. The majority were 140+ over 85+.. While at docs I showed him my findings and told him I thought I had anxiety combined w hypertension.. I am 40 yrs old and had my first child the month in 08 I visited the ER.. Two mths prior the economy crashed... June 08 I put my dog of 11 yrs to sleep... April 08 I found out I was having a child.. Lastly 3/08 I witnessed one of my employees die; right in front of me and 20 other staff; tragically from a car hitting her during a charity event.. High BP runs in my dads side of fam.. Both Grandparents died from stroke.. Dad; bro and aunt are all on BP meds... My doc now has me on .5 Xanax as needed and 10 mg lisinopril.. My BP is now 120+/65+ but these chest pains and tension headaches and fatigue persist.. Which the Xanax does make feel better... My question to you is: Do you see any other possible diagnosis??? Could there be a thyroid issue??? Should I get a second opinion??? I just want the headaches; chest pain and fatigue to go away.. I am now taking an avg of two Xanax a day and don't want to get hooked.... I forgot to mention I own a restaurant w 70 employees and am constantly in high stress situations... Plz advise and thankyou in advance for your assistance...,2010,2010,40,Male
Lisinopril+hypertension,Nov of 08 I found myself in emergency room 3 times due to headaches; chest pain and the feeling of passing out.. At that time my BP was 200/95... I've had EKGs; CScans w contrast; chest xrays; MRI of brain; lumbar puncture; Halter Monitor in last 1 1/2 yrs... They first diagnosed me w Migrains which the meds made me worse and useless.. Next diagnosis was and still is anxiety.. They first put me on clonazapam and lexapro. I was on that for about 3 mths.. I ran out of clonazapam and they would not refill w/o a visit and had a nasty withdrawal.. I decided to taper off both to get myself clear of all meds.. Took about a month.. After off meds I still had occassional chest pain and headaches going up the left side of my shoulder and neck to left side head.. I purchased a BP machine to monitor it regularly and to show doc on my next visit.. The majority were 140+ over 85+.. While at docs I showed him my findings and told him I thought I had anxiety combined w hypertension.. I am 40 yrs old and had my first child the month in 08 I visited the ER.. Two mths prior the economy crashed... June 08 I put my dog of 11 yrs to sleep... April 08 I found out I was having a child.. Lastly 3/08 I witnessed one of my employees die; right in front of me and 20 other staff; tragically from a car hitting her during a charity event.. High BP runs in my dads side of fam.. Both Grandparents died from stroke.. Dad; bro and aunt are all on BP meds... My doc now has me on .5 Xanax as needed and 10 mg lisinopril.. My BP is now 120+/65+ but these chest pains and tension headaches and fatigue persist.. Which the Xanax does make feel better... My question to you is: Do you see any other possible diagnosis??? Could there be a thyroid issue??? Should I get a second opinion??? I just want the headaches; chest pain and fatigue to go away.. I am now taking an avg of two Xanax a day and don't want to get hooked.... I forgot to mention I own a restaurant w 70 employees and am constantly in high stress situations... Plz advise and thankyou in advance for your assistance...,2010,2010,40,Male
Lisinopril+hypertension,What is the drug of choice for predominant diastolic hypertension (8 - 8.5 cmhg sustainedly) in a 53yrs old man ; to start?,2010,2010,,
Lisinopril+hypertension,A few days ago I was sitting reading and watching tv when I felt this strange sensation of moderate uncomfortableness/mild pain in the right top of my head. It was enough to make me flinch and be concerned but there was no severe pain. It seemed to me like it might be located under the scalp vs deep inside my head. The sensation seemed to be two separate but closely parallel pulsating streaks like lightening. This lasted only a few seconds then went away. I didn't have a headache; didn't notice any faintness; dizzyness; weakness or change in vision that I could tell. The next day I noticed a steady mild discomfort seemed to be present in my scalp/head alongside the temple just in front of my right ear. My ear seemed to feel some discomfort in it; almost as if I was getting an earache (which I didn't really get) and a feeling of fullness; this feeling also continued on behind the lower point of the jaw joint and down into my neck; like where one might feel discomfort from a swollen gland. Today this sensation still exists and the skin of my face on the right in this same general area feels just ever so slightly numb and tingly; like the very beginning sensation you start to get after receiving a novacane shot. If I turn my head far to the right I can feel the uncomfortable feeling near my temple/ear and neck more. I also have some mild pain if I press moderately hard on the spot on my head that originally had the "lightning like" flashes of discomfort. The same is said if I press on the areas where I feel the discomfort along the temple/ear/neck. Could this be caused by some sort of plaque breaking loose and traveling through an auricular vein? I have not seen the doctor for this yet. I have an appointment on the 18th this month for my 6 month check up for Diabetes type 2; at my last check I was found to now be in the "prediabetic" range. I am taking Metformin 500 mg once a day; and Lisinopril/HCTZ 20/25 once a day for hypertension. My blood pressure has been in the nornal to high normal range but lately I have been under a lot of stress. I am 41; 5'7" and 305 lbs. I plan on talking to the doctor about this head thing at my appointment but am wanting answers now incase I should try to get in sooner.,2011,2011,41,Female
Lisinopril+hypertension,I am looking for suggestions with regard to "lifestyle changes" (diet; etc.) for people with hypoactive thyroid. For several years I have had a practice of walking an average of two to three miles per day; sometimes more. I eat very little salt and eat more fish and chicken than red meat. PMD recently prescribed Armour Thyroid 60 mg. in the AM due to TSH of 4.88. Selected lab results are below. I read here on the "Armour Health Page" the suggestion that the medication be taken sublingually rather than swallowed. Neither my MD nor my pharmacist mentioned this. I take other meds in the morning (Lisinopril; Wellbutrin; Ritalin; baby aspirin (also inhale Advair and Nasonex); and in the PM; Sanctura; Colace; Xanax PRN; and Ambien PRN) all of which I swallow with obvious the exception of the sprays. QUESTION: Is it important to dissolve the Armour Thyroid under my tongue rather than swallowing? QUESTION: I read on the same page that it's good to divide the dose at least 2x per day; to spread the effect. Again; is this an important point? It's not the way my prescription was written. If it's important; I'll discuss it with my MD. Thyroid issue is new to me. QUESTION: Are any of the OTHER meds listed above known to cause thyroid issues or interactions with Armour Thyroid; including possibly impairing systemic absorption? QUESTION: Would grapefruit juice potentiate (increase) or block the effect of Armour Thyroid? Avoid it? RECENT LAB RESULTS: TSH 4.88 uIU/mL (Range = 0.450 - 4.500) - High Thyroxine (T4) 7.9 ug/dL (Range = 4.5 - 12.0) Triiodothyronine (T3) 135 ng/dL (Range = 85 - 205) Sex Horm Binding Glob; Serum 24 nmol/L (Range = 13-71) Free Testosterone (Direct) 9.0 pg/mL (Range = 7.2 - 24.0) Estradiol 28 pg/mL (Range = 0 -53 / Adult Male 39) - Low LDL 115 mg/dL (Range = 0-99) - High LDL/HDL Radio 3.0 (Range = 0-3.6) Calcium (Serum) 9.2 mmol/L | 9.3 on 1/2/2009 | (Range = 8.5-10.6) Sodium (Serum) 139 mmol/L on 2/1/2009 | 103 on 1/2/2009 | Range = 135-145) Glucose (Serum) 71; fasting (Range = 65 - 99) fasting / 114 on 1/2/2009; not fasting White Blood Count 9.8 on 2/1/2009 | 12.0 on 1/2/2009 - High | (Range = 4.5-11) Red Blood Count 4.74 on 2/1/2009 | 5.08 on 1/2/2009 | (Range = 4.7-6) Hemoglobin 14.3 on 2/1/2009 | 14.9 on 1/2/2009 | (Range = 13.5-17.5) Platelets "Unable to perform adequate platelet count due to platelet clumps" on 2/1/2009 | "Clumped" on 1/2/2009 | (Range = 150-400) "Hematology comments: Differential verified. Slight anisocytosis [red blood cells of unequal size] and poikilocytosis [presence in the blood of poikilocytes]. Few large platelets were observed... Unable to perform accurate platelet count due to platelet clumps. Platelets appear adequate on slide." -- I had prostate cancer; RRP in 11/2006. PSA 0 since; Depression since 2003; ADHD first dx 1982; and Hypertension since 2008. My next scheduled MD appointment is next Monday; with a hematologist/oncologist; to assess the platelet clumping; as well as some unexplained bruising; followed by my PMD the following Monday. I was assessed for this once before; in 2005; with negative findings. Clumping at that point in time was attributed to an anticoagulant agent in the test tubes; rather than any medical condition in me. Recent symptoms: In recent months I have gained about 10 lbs.; despite daily walking and moderate diet. I have felt run down and unfocused; despite meds; anxiety; insomnia. Lipid profile (HDL and LDL) has been healthy from 2004 up to the most recent. LDL is now elevated; and HDL low. It's unclear to me whether the platelet clumping and bruising could be related to high TSH; or if it is entirely unrelated. This issue seemed to concern my PMD more than the elevated TSH. Could they be related? Childhood health history positive for mumps; chicken pox; and unconfirmed rheumatic fever. Family history is positive for hyperthyroid (mother); leukemia (paternal grandmother); and heart disease (father and paternal grandfather); and diabetes (paternal grandmother; sister). -- NOT TESTED RECENTLY; BUT PLAN TO DISCUSS WITH MD: Thyroid Antibodies (TPO and TgAb) - Ferritin – B12 - DHEA – Cortisol – VitD – Phosphorus – FSH - -- Any suggestions or advice would be most welcome; with thanks.,2009,2009,50,Male
Lisinopril+hypertension,I caught an std over a year ago; with swollen lymph nodes and and a urethral discharge being the first symptoms. I was treated with cipro; with no results and then went to the ER and was given a shot of rocephin; a 1000 mg of Zithromax and prescribed doxycycline. The discharge went away; and the lymph swelling in my left armpit; left elbow and behind my left knee went down by about 1/3; but stayed swollen and irritated for over a year. I had unprotected sex after that with only one woman for a few months; but I always pulled out and never ejaculated in her. We broke up and I still had the swollen and tender lymph nodes. I never tested positive for anything other than that I had been exposed during my lifetime to EBV; so my nurse practioner assumed I had mono; even though I tested negative on mono spot tests. Now a in March I began having sex with a hooker. She has no teeth. After receiving unprotected oral from her I would then use a condom for vaginal sex with her. I had sex with her like this for 5 weeks; then I took a chance at unprotected sex with her; telling myself that if she had anything I would have probably caught it from her through the oral with her having no teeth. Then a couple of weeks after having unprotected sex I began having an obvious std; with new lymph nodes being tender and swollen like the other ones still were. But with taking the Zithromax the swelling went down in the newly inflamed lymph nodes; and with the rocphin shot and more Zithromax the old swollen lymph nodes show marked reduction in size and irritation; although still inflamed. I am wondering if I could have been carrying this std for over a year; and that I may have been the one to infect the prostitute and then reinfected myself. I do not think this is likely; but there is definitely a reduction in the pain and swelling I have had for the prior year. I am on my way to the E.R. now to see about another shot of rocephin and Zithromax; as the stuff almost went away and is coming back again. I'll post on whether they want me to just let it come back for a couple of weeks so they can get a good swab or if they want to just try to knock it out with aggressive antibiotic therapy; as it responds to Zithromax and rocphin but not to cipro or doxy. I am just curious about my hypothesis if I could have been a carrier with no discharge and infected someone and reinfected myself.,2012,2013,,
Lisinopril+hypertension,I have been diagnosed with a small 12 mm tumor on my left adrenal gland. Have had so many tests and they've all come back negative for a pheochromocytoma; yet I have so many symptoms of one. I'm also going thru menopause and many of the symptoms are the same; like sweating; nausea; insomnia; anxiety; heart palpitations; weight loss; but the worst one is blood pressure spikes. I've been to so many doctors and they keep testing or referring me to other doctors. Seen cardiologists; endocrinologists; kidney doc; internal doc. Seems like they all have a different opinion; some say my symptoms must be menopause; others say it may be a pheo. Now I need to wait until November to have another MRI to see if it has grown. This has been going on for almost a year and I am having a hard time handling all these symptoms. I can put up with menopause; but when my bp spikes to nearly 200/100 plus; it gets really scary. Just wondering if anyone has any information on adrenal tumors. I'd hate to have surgery to get my adrenal gland removed when all along the problem was menopause! Any help and information I can get would be great. Thanks.,2011,2011,57,Female
Lisinopril+hypertension,My mom is a 72 year old female living in Singapore and diagnosed with hypertension 8 years ago; which was initially controlled via well-known BP medications (see below); but which medications she is no longer prescribed for unknown reasons. In 5/’09; while hospitalized due to methyldopa induced cholestasis; she was diagnosed with atrial fibrillation. In 8/’09; 14 days into Warfarin therapy; she fell (cause unknown); suffering a skull fracture causing an acute subarachnoid and subdural hemorrhage. She was initially paralyzed on her left side. She recovered almost 90% after 3 weeks. On our request; she was switched from Warfarin to Aspirin. In 12/’09; she had an open cholecystectomy due to acute cholecystitis with pigmented gallstones. In 5/’10 ; she had a minor stroke. Her eyesight became blurry; she vomited twice and lost motor control; especially on her left side. She was discharged from the hospital after 1 to 2 days. She is now back on Warfarin (with the same cardiologist who recruited her for the Apaxiban vs Warfarin clinical trial back in 8/’09.) For 2 to 3 months before the 5/'10 stroke; my mom had been suffering pain in her left shoulder; making it more difficult for her to sleep at night (she’s always had difficulty falling asleep). The new medications (Simvastatin &Warfarin) seem to lessen the shoulder pain. Sadly; she has been suffering slowly decreasing lucidity after the 8/’09 hospitalization; with etiology uncertain. She monitor her BP 3 times a day : Upon awaken before breakfast - around 140 In the afternoon & evening - around 120 She take her BP medicine after breakfast. ECG results: 4/’09: Sinus Bradycardia & Atrial Premature Complex 5/’09: AF; T abnormalities 8/’09: (hospitalized for CNS hemorrhages) Sinus rhythm 10/’09: AF; T & ST abnormalities Medications BEFORE 5/’10 stroke: 30 Amlodipine Besylate: 5 mg Lisinopril: 40 mg Atenolol: 50 mg Omeprazole: 40 mg Aspirin: 100 mg Medications AFTER 5/’10 stroke: Simvastatin 10mg Warfarin She has no other risk; CHADS is "1". 1. Her stroke symptoms indicate neuro problems. Shouldn’t a neurologist be her main Dr.? 2. Was her stroke most likely secondary to a blood clot (i.e.; blockage); or hemorrhaging due to capillary wall weakness secondary to either genetic propensity or vascular wall compromise due to long term hypertension? How do we determine this? What testing should be done? 3. Should she be on the statin drug rather than a regular; time-tested BP med (like her original BP meds listed above)? Don’t statins have dangerous side-effects? What should be the proper treatment regimen? Shouldn’t she be taking BP meds other than statins; especially while on Warfarin? And aren’t blood thinners possibly contra-indicated by her history? Could her reduction in pain on the shoulder cause by the anti-inflammatory effect of the statin ? I have read numerous articles regarding the dangers of statins and am very concerned.,2009,2010,,Female
Lisinopril+hypertension,My father went to a doctor about his high blood pressure last year and got put on benecar with a diuretic. That made him very dizzy (but brought down his BP right away) so they put him on plain benecar (no diuretic); which still helped his BP; but still made him dizzy. Eventually he started taking only 1/2 a pill a day; which still controlled his BP and still made him dizzy. Recently; he decided that he couldn't handle the dizziness anymore so he went off of the meds entirely (w/o telling anyone). He got a stomach flu the following week; his BP went way up again (170/100) and he went to the doctor. the doctor gave him bystolic to try.. to see if the side effects would be any more manageable for him. he has been on it for 3 days now and his BP has changed from 170/100 to 155/110 to 150/117 today... so the top # is going down; but the bottom # is going up... and I'm worried. My parents want to give it another day or so because they think that he might have been dehydrated from his sickness and that could have made his body retain water and now that he's not as sick; he's still retaining water and maybe it'll adjust itself over the next day or so of not being sick.. But.. I'm worried. does anyone know anything about this? I asked a friend of mine who is a family practicioner and he was.. very alarmed and thought that my father should be hospitalized for severe hypertension... which; i told my parents and they basically told me to shut up :-P Realistically; I'm hoping that nothing terrible is happening to him because he's feeling Ok.. but I'm scared. They called his doctor and the doctor didn't seem too alarmed... just said that they'll probably try a different medication.,2009,2011,,Female
Lisinopril+hypertension,I'll try not to write a novel here and just get to the point. I'm a healthy woman; 52 yrs. I have no other health issues; have a healthy heart (CHAD score is 0); BP that is nice and low (100/60); don't smoke; drink (anymore - it's big trigger); etc etc. After an ablation for PVCs; I developed a-fib. I have a wonderful (and high profile) cardiologist in Boston (who performed the ablation). He put me on flecainide (worked up to 75mg/day) and 50mg/day metoprolol. It worked at first - not a blip. But then I started having frightening episodes of SVT; which brought me to the ER; and eventually hospitalization. He took me off the flecainide which seemed to be the cause of the SVT. I also have atrial flutter now. I had cardioversion; but still have a-fib and my heart rate is too high again (I'm on an event monitor which reported to my doctor that my heart rate was 150 last night while I slept through it). He has put me on 100mg metoprolol - I'll be taking the 2nd dose (50mg) in a few minutes. He wanted me on the brand name Toprol XL; but the pharmacies are having a hard time stocking it right now so I'm on the regular (not extended release) version; taking it in the a.m. and again in the p.m. OK; done with the background; now here's my issue: I've been online reading page after page after page about people who have taken this and the side effects at this dosage that they are reporting are scaring me to tears. Everything from hair thinning to huge weight gains (I'm somewhat overweight; so this is the last thing I need); sleeplessness; extreme exhaustion; depression; sweating; zero libido; worsened a-fib - it just goes on and on. Honestly; I'm so upset and frightened. I just knew I shouldn't have gone online and read this stuff; but now that I have I'm shocked at how prevalent these adverse side effects are. I feel like I'm going to become a chronically unhealthy person and this is the beginning of the end of my healthy years. Oh; one of the things I read was that it is impossible to lose weight while on metoprolol because it slows the heart and you are unable to burn fat - even with tons of working out. This stinks; because as soon as the monitor comes off; I was planning to start working out again to lose some of this excess weight. ...I went to the ER with a heart rate of 200+ and my BP was still perfect. I was told that this is kind of phenomenal; that my heart muscle is obviously very strong. I'd like to keep it this way. ...Any thoughts?,2007,2009,52,Female
Lisinopril+hypertension,I am 47 year old male; very athletic but unfortunately 4 months ago I had a heart attack/my left ventricle artery was 100% occluded/ and 2 regular metal stents were placed in my left artery. It was a big shock for everybody; especially for me; since my cholesterol was 170 at that time and even during my heart attack my blood pressure was 124/80. Plus genetically nobody has had or died of heart attack among my relatives. I do not eat fried or fast food so my diet was generally ok. My pain never stopped after that- I was experiencing constant chest pressure and shortness of breath but my doctor here did not pay any attention. He was saying that “etiology of my pain is not known but it shouldn’t be anything cardiac since my stress test was ok”.Last month I ended up in the emergency room with re-stenosis /one of the stents was clogged 99% and another stent was placed on the top of those two. This time was Xience 5- drug eluted stent that went on the top of the other two. The doctor started paying a little attention and even apologize that he did not listen to me.Since then/it’s been only a month/ I continue to experience the same problems. Every day I have pain- it doesn’t matter if I exercise or just sit in my office. The pain may start in the middle of the chest but moves to right or left; goes to back/upper part only/ and my shoulders/. Right above my breast bones hurt sometimes more and it is very tender to touch. Before I had my heart attack; I have never experienced anything like that- everything started after the stents were placed. Any suggestions or comments will be greatly appreciated- I can not function normally. I hope the stem cell science will advance much faster than we anticipate and will bring a new avenue and hope to people like us.,2010,2010,47,Male
Lisinopril+hypertension,Three weeks ago I had ablation for AV node reentry; and two other sites as well for atrial tachy and extrabeats. Ep said he got it all. Two weeks ago was put on a Loop monitor and my EP said he seen one atrial tachy 16 beats total and a number of sinus tachy; one up to 120bpm and a number of pac's. Well;last nite around 3am I was awakened from a sound sleep with the worst attach ever;even before ablation. I recorded and sent it in. It was beating at 160bpm+ at times with a few missed beats and was unrelenting. They said it looked like Sinus Tachy. The center told me to call my hospital which I did. The doc asked what I had on hand to take. I had an 80mg fast act Verapamil and 240sr Verapamil. I took the 80 and it slowed the heart rate down to the high 80's. Then took the 240mg. My HB is around 75 this am but it took 1 1/2 hours to get there. This no longer sounds like a normal variant of ablation does it? Also; I am to go on 50 mg Toprol 1xday after speaking with EP's office this am. and was told I could take the fast acting verapamil if it got untolerable as well as the Toprol. Can I mix Toprol with Verapamil? I took pinadole (spelling)one time prior to alation and it made my heart beat fast so was told to quit. Will the Toprol work better? What Could this sinus tachy be from. I don't have any other problems that I know of. Could this be a onetime thing due to post ablation? Can a persons heart beat that fast and long with no bad effects? Also; my bp is naturally low 112/58 usually. Can I still tolerate Toprol? Thanks so much for this board!,2003,2003,,
Lisinopril+hypertension,Has anyone experienced blood pressure of over 280 close to 300? Could you please share what you were feeling at the time; all your symptoms etc. It would be so helpful to get insight..thank you!,2015,2015,,Female
